,Day1_9,Day1_10,Day1_11,Day2_9,Day2_10,Day2_11,Day3_9,Day3_10,Day3_11,NextDay_9,NextDay_10,NextDay_11
308,64.6,67.6,72.8,108,113.6,116.8,97,111.8,118,103.4,105.8,112.8
309,108,113.6,116.8,97,111.8,118,103.4,105.8,112.8,98.6,115,108
310,97,111.8,118,103.4,105.8,112.8,98.6,115,108,116.2,127.6,112
311,103.4,105.8,112.8,98.6,115,108,116.2,127.6,112,81.6,85.2,87.8
312,98.6,115,108,116.2,127.6,112,81.6,85.2,87.8,55.8,60.6,57.2
313,116.2,127.6,112,81.6,85.2,87.8,55.8,60.6,57.2,100.8,113.6,116.4
314,81.6,85.2,87.8,55.8,60.6,57.2,100.8,113.6,116.4,106.2,106.2,116.4
315,55.8,60.6,57.2,100.8,113.6,116.4,106.2,106.2,116.4,110.4,112,111.4
316,100.8,113.6,116.4,106.2,106.2,116.4,110.4,112,111.4,103.4,103.4,114.2
317,106.2,106.2,116.4,110.4,112,111.4,103.4,103.4,114.2,98,102.6,114.8
318,110.4,112,111.4,103.4,103.4,114.2,98,102.6,114.8,71.6,77.4,75.2
319,103.4,103.4,114.2,98,102.6,114.8,71.6,77.4,75.2,57.8,57.8,60.4
320,98,102.6,114.8,71.6,77.4,75.2,57.8,57.8,60.4,110,112.2,124.4
321,71.6,77.4,75.2,57.8,57.8,60.4,110,112.2,124.4,105.4,112.6,128.6
322,57.8,57.8,60.4,110,112.2,124.4,105.4,112.6,128.6,117.2,128,131.6
323,110,112.2,124.4,105.4,112.6,128.6,117.2,128,131.6,116.6,120,132
324,105.4,112.6,128.6,117.2,128,131.6,116.6,120,132,110.4,112.4,119.6
325,117.2,128,131.6,116.6,120,132,110.4,112.4,119.6,80,82.2,82.2
326,116.6,120,132,110.4,112.4,119.6,80,82.2,82.2,60.2,61.8,61
327,110.4,112.4,119.6,80,82.2,82.2,60.2,61.8,61,107.6,119.6,129.8
328,80,82.2,82.2,60.2,61.8,61,107.6,119.6,129.8,110,121,134.8
329,60.2,61.8,61,107.6,119.6,129.8,110,121,134.8,105.4,120.6,124.6
330,107.6,119.6,129.8,110,121,134.8,105.4,120.6,124.6,103,103.6,107.6
331,110,121,134.8,105.4,120.6,124.6,103,103.6,107.6,103.2,107,112.4
332,105.4,120.6,124.6,103,103.6,107.6,103.2,107,112.4,79.4,83.2,85.8
333,103,103.6,107.6,103.2,107,112.4,79.4,83.2,85.8,57.6,59.8,61.2
334,103.2,107,112.4,79.4,83.2,85.8,57.6,59.8,61.2,99.4,107,117
335,79.4,83.2,85.8,57.6,59.8,61.2,99.4,107,117,107.2,117,123.6
336,57.6,59.8,61.2,99.4,107,117,107.2,117,123.6,112,111.8,117.4
337,99.4,107,117,107.2,117,123.6,112,111.8,117.4,104.6,104.4,115.8
338,107.2,117,123.6,112,111.8,117.4,104.6,104.4,115.8,104.2,110.4,116.4
339,112,111.8,117.4,104.6,104.4,115.8,104.2,110.4,116.4,79.2,81.2,81.8
340,104.6,104.4,115.8,104.2,110.4,116.4,79.2,81.2,81.8,60.2,59,63
341,104.2,110.4,116.4,79.2,81.2,81.8,60.2,59,63,109.6,114.6,130.6
342,79.2,81.2,81.8,60.2,59,63,109.6,114.6,130.6,113.6,111.4,118.4
343,60.2,59,63,109.6,114.6,130.6,113.6,111.4,118.4,107.2,107.8,122.4
344,109.6,114.6,130.6,113.6,111.4,118.4,107.2,107.8,122.4,114,116,125
345,113.6,111.4,118.4,107.2,107.8,122.4,114,116,125,113,119.6,129.4
346,107.2,107.8,122.4,114,116,125,113,119.6,129.4,83.4,87.2,91
347,114,116,125,113,119.6,129.4,83.4,87.2,91,62.2,63.4,64.6
348,113,119.6,129.4,83.4,87.2,91,62.2,63.4,64.6,93.8,100.4,102.8
349,83.4,87.2,91,62.2,63.4,64.6,93.8,100.4,102.8,94.2,102.2,104.4
350,62.2,63.4,64.6,93.8,100.4,102.8,94.2,102.2,104.4,96.8,95.8,103.4
351,93.8,100.4,102.8,94.2,102.2,104.4,96.8,95.8,103.4,98.2,95.6,98.8
352,94.2,102.2,104.4,96.8,95.8,103.4,98.2,95.6,98.8,95,92.2,96.6
353,96.8,95.8,103.4,98.2,95.6,98.8,95,92.2,96.6,75.4,70,68.4
354,98.2,95.6,98.8,95,92.2,96.6,75.4,70,68.4,59.6,55.2,54.2
355,95,92.2,96.6,75.4,70,68.4,59.6,55.2,54.2,79.4,79.2,78.6
356,75.4,70,68.4,59.6,55.2,54.2,79.4,79.2,78.6,79,78,77.2
357,59.6,55.2,54.2,79.4,79.2,78.6,79,78,77.2,75.6,73.4,73
358,79.4,79.2,78.6,79,78,77.2,75.6,73.4,73,77.6,80.4,78.4
359,79,78,77.2,75.6,73.4,73,77.6,80.4,78.4,78.4,81.4,79.4
360,75.6,73.4,73,77.6,80.4,78.4,78.4,81.4,79.4,70.8,70.8,70.4
361,77.6,80.4,78.4,78.4,81.4,79.4,70.8,70.8,70.4,54,59.6,59.6
362,78.4,81.4,79.4,70.8,70.8,70.4,54,59.6,59.6,81.8,77.4,77.4
363,70.8,70.8,70.4,54,59.6,59.6,81.8,77.4,77.4,84.2,82.6,80.2
364,54,59.6,59.6,81.8,77.4,77.4,84.2,82.6,80.2,105.4,106.4,111.6
365,81.8,77.4,77.4,84.2,82.6,80.2,105.4,106.4,111.6,98.8,103,113.8
366,84.2,82.6,80.2,105.4,106.4,111.6,98.8,103,113.8,102.2,107,108.6
367,105.4,106.4,111.6,98.8,103,113.8,102.2,107,108.6,79.8,81.6,79.6
368,98.8,103,113.8,102.2,107,108.6,79.8,81.6,79.6,63,62.2,62.4
369,102.2,107,108.6,79.8,81.6,79.6,63,62.2,62.4,96.6,100,108.8
370,79.8,81.6,79.6,63,62.2,62.4,96.6,100,108.8,104.2,106.4,105
371,63,62.2,62.4,96.6,100,108.8,104.2,106.4,105,107,115,118.4
372,96.6,100,108.8,104.2,106.4,105,107,115,118.4,109.6,119,110.2
373,104.2,106.4,105,107,115,118.4,109.6,119,110.2,108.4,112.4,112.2
374,107,115,118.4,109.6,119,110.2,108.4,112.4,112.2,84.8,86.4,87.6
375,109.6,119,110.2,108.4,112.4,112.2,84.8,86.4,87.6,64.4,66.2,65.8
376,108.4,112.4,112.2,84.8,86.4,87.6,64.4,66.2,65.8,99,108,110
377,84.8,86.4,87.6,64.4,66.2,65.8,99,108,110,97,106,105.8
378,64.4,66.2,65.8,99,108,110,97,106,105.8,97.4,101.8,106
379,99,108,110,97,106,105.8,97.4,101.8,106,106.6,114.8,115
380,97,106,105.8,97.4,101.8,106,106.6,114.8,115,111.6,115.8,116.4
381,97.4,101.8,106,106.6,114.8,115,111.6,115.8,116.4,88.4,91.4,95.8
382,106.6,114.8,115,111.6,115.8,116.4,88.4,91.4,95.8,66.4,72.6,68.4
383,111.6,115.8,116.4,88.4,91.4,95.8,66.4,72.6,68.4,117,127.6,139
384,88.4,91.4,95.8,66.4,72.6,68.4,117,127.6,139,128,132.2,135.8
385,66.4,72.6,68.4,117,127.6,139,128,132.2,135.8,117.8,124,128.2
386,117,127.6,139,128,132.2,135.8,117.8,124,128.2,131.6,135.2,136
387,128,132.2,135.8,117.8,124,128.2,131.6,135.2,136,113,111.4,105
388,117.8,124,128.2,131.6,135.2,136,113,111.4,105,87,91.8,91.6
389,131.6,135.2,136,113,111.4,105,87,91.8,91.6,70,66.2,67.8
390,113,111.4,105,87,91.8,91.6,70,66.2,67.8,118.6,125,139.2
391,87,91.8,91.6,70,66.2,67.8,118.6,125,139.2,117.4,126.8,135.2
392,70,66.2,67.8,118.6,125,139.2,117.4,126.8,135.2,111.8,124.2,125.8
393,118.6,125,139.2,117.4,126.8,135.2,111.8,124.2,125.8,120.4,129.6,136
394,117.4,126.8,135.2,111.8,124.2,125.8,120.4,129.6,136,111.6,116.4,111.4
395,111.8,124.2,125.8,120.4,129.6,136,111.6,116.4,111.4,91.2,96,87.2
396,120.4,129.6,136,111.6,116.4,111.4,91.2,96,87.2,73.4,72.6,71.6
397,111.6,116.4,111.4,91.2,96,87.2,73.4,72.6,71.6,111.8,124.2,134.8
398,91.2,96,87.2,73.4,72.6,71.6,111.8,124.2,134.8,109.6,117.8,125
399,73.4,72.6,71.6,111.8,124.2,134.8,109.6,117.8,125,104.2,113,119.8
400,111.8,124.2,134.8,109.6,117.8,125,104.2,113,119.8,117,114.6,119.2
401,109.6,117.8,125,104.2,113,119.8,117,114.6,119.2,110.6,114.6,120.2
402,104.2,113,119.8,117,114.6,119.2,110.6,114.6,120.2,88.6,94.8,96.8
403,117,114.6,119.2,110.6,114.6,120.2,88.6,94.8,96.8,64.6,62,65.8
404,110.6,114.6,120.2,88.6,94.8,96.8,64.6,62,65.8,112.2,120.2,119
405,88.6,94.8,96.8,64.6,62,65.8,112.2,120.2,119,115.8,125,133
406,64.6,62,65.8,112.2,120.2,119,115.8,125,133,108,112.2,118.8
407,112.2,120.2,119,115.8,125,133,108,112.2,118.8,111.6,115,117.2
408,115.8,125,133,108,112.2,118.8,111.6,115,117.2,105.2,116.2,113.8
409,108,112.2,118.8,111.6,115,117.2,105.2,116.2,113.8,76.6,81.6,84.6
410,111.6,115,117.2,105.2,116.2,113.8,76.6,81.6,84.6,55,56.4,55
411,105.2,116.2,113.8,76.6,81.6,84.6,55,56.4,55,89.8,95,101.4
412,76.6,81.6,84.6,55,56.4,55,89.8,95,101.4,95.2,102.8,107.2
413,55,56.4,55,89.8,95,101.4,95.2,102.8,107.2,93.4,101.4,101.4
414,89.8,95,101.4,95.2,102.8,107.2,93.4,101.4,101.4,96.4,101.4,106.8
415,95.2,102.8,107.2,93.4,101.4,101.4,96.4,101.4,106.8,89.8,98.2,101
416,93.4,101.4,101.4,96.4,101.4,106.8,89.8,98.2,101,76.2,77.8,78.4
417,96.4,101.4,106.8,89.8,98.2,101,76.2,77.8,78.4,54.8,61.2,57
418,89.8,98.2,101,76.2,77.8,78.4,54.8,61.2,57,97.8,99.4,98.4
419,76.2,77.8,78.4,54.8,61.2,57,97.8,99.4,98.4,103.4,110,102.4
420,54.8,61.2,57,97.8,99.4,98.4,103.4,110,102.4,100,102,109
421,97.8,99.4,98.4,103.4,110,102.4,100,102,109,101.8,104.4,111.6
422,103.4,110,102.4,100,102,109,101.8,104.4,111.6,96.2,100,104
423,100,102,109,101.8,104.4,111.6,96.2,100,104,76.2,78.2,82.2
424,101.8,104.4,111.6,96.2,100,104,76.2,78.2,82.2,56,59.6,58.6
425,96.2,100,104,76.2,78.2,82.2,56,59.6,58.6,106,108.4,116
426,76.2,78.2,82.2,56,59.6,58.6,106,108.4,116,110,110.2,112.6
427,56,59.6,58.6,106,108.4,116,110,110.2,112.6,97.2,100.8,108.6
428,106,108.4,116,110,110.2,112.6,97.2,100.8,108.6,106.2,107,107.2
429,110,110.2,112.6,97.2,100.8,108.6,106.2,107,107.2,101.6,99.8,103
430,97.2,100.8,108.6,106.2,107,107.2,101.6,99.8,103,75.6,78.6,81
431,106.2,107,107.2,101.6,99.8,103,75.6,78.6,81,54.2,52,53.2
432,101.6,99.8,103,75.6,78.6,81,54.2,52,53.2,99.4,108.4,113.6
433,75.6,78.6,81,54.2,52,53.2,99.4,108.4,113.6,108,107.4,100.8
434,54.2,52,53.2,99.4,108.4,113.6,108,107.4,100.8,111.8,116,124
435,99.4,108.4,113.6,108,107.4,100.8,111.8,116,124,116.6,122.8,124.8
436,108,107.4,100.8,111.8,116,124,116.6,122.8,124.8,112,113.8,119
437,111.8,116,124,116.6,122.8,124.8,112,113.8,119,85.8,86.6,89.4
438,116.6,122.8,124.8,112,113.8,119,85.8,86.6,89.4,53.8,55.8,58.2
439,112,113.8,119,85.8,86.6,89.4,53.8,55.8,58.2,114.6,123.4,133.8
440,85.8,86.6,89.4,53.8,55.8,58.2,114.6,123.4,133.8,116,120.2,124
441,53.8,55.8,58.2,114.6,123.4,133.8,116,120.2,124,111,118.8,126.2
442,114.6,123.4,133.8,116,120.2,124,111,118.8,126.2,113.2,119,121.8
443,116,120.2,124,111,118.8,126.2,113.2,119,121.8,111.4,115.8,123.8
444,111,118.8,126.2,113.2,119,121.8,111.4,115.8,123.8,89,87,95.6
445,113.2,119,121.8,111.4,115.8,123.8,89,87,95.6,50.6,49.6,54.2
446,111.4,115.8,123.8,89,87,95.6,50.6,49.6,54.2,112.4,118.2,125.8
447,89,87,95.6,50.6,49.6,54.2,112.4,118.2,125.8,115.8,121.6,128.2
448,50.6,49.6,54.2,112.4,118.2,125.8,115.8,121.6,128.2,108.6,111.6,116.2
449,112.4,118.2,125.8,115.8,121.6,128.2,108.6,111.6,116.2,111,116,123.8
450,115.8,121.6,128.2,108.6,111.6,116.2,111,116,123.8,103.8,112.2,112.8
451,108.6,111.6,116.2,111,116,123.8,103.8,112.2,112.8,86,106.2,106.4
452,111,116,123.8,103.8,112.2,112.8,86,106.2,106.4,53,50,51.4
453,103.8,112.2,112.8,86,106.2,106.4,53,50,51.4,112.4,121.4,129.4
454,86,106.2,106.4,53,50,51.4,112.4,121.4,129.4,117,122.8,137
455,53,50,51.4,112.4,121.4,129.4,117,122.8,137,123.2,127.8,132.4
456,112.4,121.4,129.4,117,122.8,137,123.2,127.8,132.4,109.6,115.6,140.8
457,117,122.8,137,123.2,127.8,132.4,109.6,115.6,140.8,116,119.2,125.2
458,123.2,127.8,132.4,109.6,115.6,140.8,116,119.2,125.2,92.4,92.4,94
459,109.6,115.6,140.8,116,119.2,125.2,92.4,92.4,94,54.2,56.4,55.4
460,116,119.2,125.2,92.4,92.4,94,54.2,56.4,55.4,123.6,127.8,137.8
461,92.4,92.4,94,54.2,56.4,55.4,123.6,127.8,137.8,120.2,126.2,127.2
462,54.2,56.4,55.4,123.6,127.8,137.8,120.2,126.2,127.2,122,124.6,131
463,123.6,127.8,137.8,120.2,126.2,127.2,122,124.6,131,125,129,132
464,120.2,126.2,127.2,122,124.6,131,125,129,132,117.8,124.8,127.8
465,122,124.6,131,125,129,132,117.8,124.8,127.8,99.6,96.4,100.2
466,125,129,132,117.8,124.8,127.8,99.6,96.4,100.2,61.8,57.2,53.6
467,117.8,124.8,127.8,99.6,96.4,100.2,61.8,57.2,53.6,110.6,109.6,108.4
468,99.6,96.4,100.2,61.8,57.2,53.6,110.6,109.6,108.4,106,110.6,120
469,61.8,57.2,53.6,110.6,109.6,108.4,106,110.6,120,102.6,104.4,106.8
470,110.6,109.6,108.4,106,110.6,120,102.6,104.4,106.8,101,106.8,103
471,106,110.6,120,102.6,104.4,106.8,101,106.8,103,87.2,92.6,89.6
472,102.6,104.4,106.8,101,106.8,103,87.2,92.6,89.6,91.8,89.4,88.4
473,101,106.8,103,87.2,92.6,89.6,91.8,89.4,88.4,50.4,49.2,48.2
474,87.2,92.6,89.6,91.8,89.4,88.4,50.4,49.2,48.2,100.4,101.8,103.4
475,91.8,89.4,88.4,50.4,49.2,48.2,100.4,101.8,103.4,114.6,120.4,125.6
476,50.4,49.2,48.2,100.4,101.8,103.4,114.6,120.4,125.6,97,98.6,100
477,100.4,101.8,103.4,114.6,120.4,125.6,97,98.6,100,91,93.8,98.2
478,114.6,120.4,125.6,97,98.6,100,91,93.8,98.2,87.8,90.8,92.4
479,97,98.6,100,91,93.8,98.2,87.8,90.8,92.4,77.8,78.2,80.8
480,91,93.8,98.2,87.8,90.8,92.4,77.8,78.2,80.8,52.6,51.8,51.8
481,87.8,90.8,92.4,77.8,78.2,80.8,52.6,51.8,51.8,101,109,111.2
482,77.8,78.2,80.8,52.6,51.8,51.8,101,109,111.2,107.4,108,108.4
483,52.6,51.8,51.8,101,109,111.2,107.4,108,108.4,102.4,103.2,105.8
484,101,109,111.2,107.4,108,108.4,102.4,103.2,105.8,102.2,101.4,103
485,107.4,108,108.4,102.4,103.2,105.8,102.2,101.4,103,98.8,102.2,106.4
486,102.4,103.2,105.8,102.2,101.4,103,98.8,102.2,106.4,78.6,78.8,78.8
487,102.2,101.4,103,98.8,102.2,106.4,78.6,78.8,78.8,55,56,53.6
488,98.8,102.2,106.4,78.6,78.8,78.8,55,56,53.6,80.8,79.6,78.4
489,78.6,78.8,78.8,55,56,53.6,80.8,79.6,78.4,101.8,106,106.4
490,55,56,53.6,80.8,79.6,78.4,101.8,106,106.4,102.2,106.8,115.2
491,80.8,79.6,78.4,101.8,106,106.4,102.2,106.8,115.2,100.4,104.4,108.6
492,101.8,106,106.4,102.2,106.8,115.2,100.4,104.4,108.6,89,97.2,96.2
493,102.2,106.8,115.2,100.4,104.4,108.6,89,97.2,96.2,82.6,81.2,82
494,100.4,104.4,108.6,89,97.2,96.2,82.6,81.2,82,54.8,53,52.8
495,89,97.2,96.2,82.6,81.2,82,54.8,53,52.8,96.8,96.4,100.8
496,82.6,81.2,82,54.8,53,52.8,96.8,96.4,100.8,105.4,105.6,107.6
497,54.8,53,52.8,96.8,96.4,100.8,105.4,105.6,107.6,85.2,73,76.2
